1.957993,1.177931
1.836757,1.155779
1.784816,1.173708
1.704164,1.170287
1.652937,1.184574
1.606968,1.201135
1.566113,1.220312
1.526710,1.239599
1.508021,1.275437
1.478210,1.301966
1.460425,1.339254
1.423964,1.359381
1.410059,1.401222
1.364293,1.411233
1.352304,1.456166
1.333059,1.494457
1.316161,1.536466
1.318379,1.603036
1.319603,1.671755
1.331009,1.757556
1.401813,1.930312
-2.039237,2.652656
-1.992059,2.486466
-1.980169,2.372488
-1.994341,2.294333
-2.020514,2.232429
-2.042597,2.167815
-2.101201,2.142251
-2.133907,2.090057
-2.176488,2.047890
-2.222880,2.009042
-2.291111,1.988702
-2.358913,1.966014
-2.456127,1.964913
-2.579941,1.980441
-2.666447,1.963150
-1.950773,-1.965781
-1.799445,-1.887528
-1.751325,-1.912411
-1.666632,-1.894866
-1.590585,-1.883260
-1.535917,-1.894321
-1.499119,-1.926651
-1.452172,-1.945608
-1.407984,-1.967523
-1.368620,-1.995898
-1.319627,-2.009702
-1.298793,-2.067170
-1.262507,-2.101832
-1.228603,-2.141528
-1.205903,-2.203197
-1.174476,-2.251852
-1.151730,-2.320563
-1.149663,-2.437977
1.749655,-1.906324
1.764002,-1.846232
1.757039,-1.766630
1.776546,-1.716002
1.791248,-1.662064
1.812209,-1.615111
1.812573,-1.551360
1.828166,-1.502242
1.857221,-1.464725
1.897784,-1.435942
1.934115,-1.403337
1.952793,-1.357956
2.024282,-1.348270
2.075017,-1.322778
2.123731,-1.294671
2.227940,-1.297643
2.328841,-1.294588
4.985879,-1.255322
4.962559,-1.144135
4.900149,-1.026704
4.915721,-0.927484
4.959749,-0.833175
4.983429,-0.734715
5.033206,-0.639198
5.218191,-0.556616
1.870195,1.160893
1.786230,1.159029
1.720336,1.165948
1.673053,1.183557
1.632379,1.204615
1.603355,1.233607
1.559995,1.250832
1.519303,1.269097
1.480788,1.288209
1.446311,1.310078
1.433566,1.351850
1.403116,1.377328
1.386209,1.416417
1.370673,1.457917
1.347607,1.492255
1.330209,1.533727
1.332087,1.599595
1.306622,1.634598
1.306661,1.703610
1.324884,1.801028
-2.016504,2.656762
-1.974509,2.495886
-2.004620,2.432070
-2.001683,2.331613
-2.020752,2.260489
-2.055109,2.208180
-2.083134,2.150160
-2.115008,2.097212
-2.164283,2.061668
-2.209791,2.022061
-2.279079,2.002989
-2.340707,1.975386
-2.403794,1.947450
-2.482395,1.929964
-2.606038,1.943520
-1.936604,-1.927590
-1.838881,-1.905244
-1.754035,-1.891818
-1.688829,-1.896390
-1.616815,-1.890536
-1.564601,-1.905559
-1.506857,-1.912158
-1.464536,-1.937132
-1.424673,-1.965110
-1.376890,-1.981631
-1.334192,-2.004827
-1.304169,-2.047591
-1.268222,-2.082147
-1.249698,-2.147504
-1.210094,-2.178831
-1.183955,-2.236272
-1.153420,-2.288423
-1.148257,-2.396584
1.921154,-2.119288
1.752673,-1.857184
1.753059,-1.784516
1.761065,-1.722176
1.772667,-1.665307
1.775293,-1.601985
1.802939,-1.562489
1.841081,-1.531978
1.863024,-1.488040
1.909371,-1.463327
1.927952,-1.417111
1.955341,-1.377708
2.016861,-1.361368
2.067579,-1.336046
2.118267,-1.309342
2.161574,-1.276927
2.241570,-1.264247
2.375386,-1.277610
5.129094,-1.435389
4.984774,-1.287811
4.938125,-1.170646
4.948178,-1.068695
4.916029,-0.958994
4.960390,-0.864781
4.997316,-0.768299
5.068246,-0.675468
5.166542,-0.583395
5.294040,-0.490487
1.946905,1.191930
1.829112,1.170874
1.734815,1.160199
1.671812,1.167256
1.632617,1.189292
1.597029,1.213120
1.558393,1.233832
1.526567,1.259247
1.481112,1.272506
1.479319,1.323443
1.440085,1.341302
1.404088,1.361368
1.387178,1.400010
1.382589,1.452520
